9,4,5.1945e+05,5.2226e+05
9,6,5.2226e+05,5.2507e+05
9,3,5.2508e+05,5.2789e+05
9,4,5.2788e+05,5.3069e+05
9,3,5.3069e+05,5.335e+05
9,4,5.3351e+05,5.3632e+05
9,3,5.3632e+05,5.3913e+05
9,4,5.3913e+05,5.4194e+05
9,6,5.4194e+05,5.4475e+05
9,3,5.4475e+05,5.4756e+05
9,4,5.4756e+05,5.5037e+05
9,3,5.5037e+05,5.5318e+05
9,4,5.5318e+05,5.5599e+05
9,3,5.5599e+05,5.588e+05
9,4,5.588e+05,5.6161e+05
9,3,5.6161e+05,5.6442e+05
9,4,5.6442e+05,5.6723e+05
10,3,5.6843e+05,5.7124e+05
10,4,5.7124e+05,5.7405e+05
10,3,5.7405e+05,5.7686e+05
10,4,5.7686e+05,5.7967e+05
10,3,5.7967e+05,5.8248e+05
10,4,5.8248e+05,5.8529e+05
10,6,5.8529e+05,5.881e+05
10,3,5.881e+05,5.9091e+05
10,4,5.9091e+05,5.9372e+05
10,3,5.9372e+05,5.9653e+05
10,4,5.9653e+05,5.9934e+05
10,3,5.9934e+05,6.0215e+05
10,4,6.0215e+05,6.0496e+05
10,6,6.0496e+05,6.0777e+05
10,3,6.0777e+05,6.1058e+05
10,4,6.1058e+05,6.1339e+05
10,3,6.1339e+05,6.162e+05
10,4,6.162e+05,6.1901e+05
10,3,6.1901e+05,6.2182e+05
10,4,6.2183e+05,6.2464e+05
10,3,6.2464e+05,6.2745e+05
10,4,6.2745e+05,6.3026e+05
1,1,6.3145e+05,6.3426e+05
1,2,6.3426e+05,6.3707e+05
1,1,6.3707e+05,6.3988e+05
1,2,6.3988e+05,6.4269e+05
1,1,6.4269e+05,6.455e+05
1,2,6.455e+05,6.4831e+05
1,1,6.4831e+05,6.5112e+05
1,5,6.5112e+05,6.5393e+05
1,2,6.5393e+05,6.5674e+05
1,1,6.5674e+05,6.5955e+05
1,2,6.5956e+05,6.6236e+05
1,1,6.6236e+05,6.6517e+05
1,2,6.6518e+05,6.6798e+05
1,1,6.6799e+05,6.7079e+05
1,5,6.708e+05,6.7361e+05
1,2,6.7361e+05,6.7641e+05
1,1,6.7642e+05,6.7922e+05
1,2,6.7923e+05,6.8204e+05
1,1,6.8204e+05,6.8485e+05
1,2,6.8485e+05,6.8766e+05
1,1,6.8766e+05,6.9047e+05
1,2,6.9047e+05,6.9328e+05
2,1,6.9448e+05,6.9729e+05
2,2,6.9729e+05,7.001e+05
2,1,7.001e+05,7.0291e+05
2,2,7.0291e+05,7.0572e+05
2,1,7.0572e+05,7.0853e+05
2,2,7.0853e+05,7.1134e+05
2,1,7.1134e+05,7.1415e+05
2,5,7.1415e+05,7.1696e+05
2,2,7.1696e+05,7.1977e+05
2,1,7.1977e+05,7.2258e+05
2,2,7.2258e+05,7.2539e+05
2,1,7.2539e+05,7.282e+05
2,2,7.282e+05,7.3101e+05
2,1,7.3101e+05,7.3382e+05
2,5,7.3382e+05,7.3663e+05
2,2,7.3663e+05,7.3944e+05
2,1,7.3944e+05,7.4225e+05
2,2,7.4225e+05,7.4506e+05
2,1,7.4506e+05,7.4787e+05
2,2,7.4787e+05,7.5068e+05
2,1,7.5069e+05,7.535e+05
2,2,7.535e+05,7.5631e+05
3,1,7.575e+05,7.6031e+05
3,2,7.6031e+05,7.6312e+05
3,1,7.6312e+05,7.6593e+05
3,2,7.6593e+05,7.6874e+05
3,1,7.6874e+05,7.7155e+05
3,2,7.7155e+05,7.7436e+05
3,1,7.7436e+05,7.7717e+05
3,5,7.7717e+05,7.7998e+05
3,2,7.7999e+05,7.828e+05
3,1,7.828e+05,7.8561e+05
3,2,7.8561e+05,7.8842e+05
3,1,7.8842e+05,7.9123e+05
3,2,7.9123e+05,7.9404e+05
3,1,7.9404e+05,7.9685e+05
3,5,7.9685e+05,7.9966e+05
3,2,7.9966e+05,8.0247e+05
3,1,8.0247e+05,8.0528e+05
3,2,8.0528e+05,8.0809e+05
3,1,8.0809e+05,8.109e+05
3,2,8.109e+05,8.1371e+05
3,1,8.1371e+05,8.1652e+05
3,2,8.1652e+05,8.1933e+05
4,1,8.2053e+05,8.2334e+05
4,2,8.2334e+05,8.2615e+05
4,1,8.2615e+05,8.2896e+05
4,2,8.2896e+05,8.3177e+05
4,1,8.3177e+05,8.3458e+05
4,2,8.3458e+05,8.3739e+05
4,1,8.3739e+05,8.402e+05
4,5,8.402e+05,8.4301e+05
4,2,8.4301e+05,8.4582e+05
4,1,8.4582e+05,8.4863e+05
4,2,8.4863e+05,8.5144e+05
4,1,8.5144e+05,8.5425e+05
4,2,8.5425e+05,8.5706e+05
4,1,8.5706e+05,8.5987e+05
4,5,8.5987e+05,8.6268e+05
4,2,8.6268e+05,8.6549e+05
4,1,8.6549e+05,8.683e+05
4,2,8.683e+05,8.7111e+05
4,1,8.7111e+05,8.7392e+05
4,2,8.7393e+05,8.7674e+05
4,1,8.7673e+05,8.7954e+05
4,2,8.7955e+05,8.8236e+05
5,1,8.8355e+05,8.8636e+05
5,2,8.8636e+05,8.8917e+05
5,1,8.8917e+05,8.9198e+05
5,2,8.9198e+05,8.9479e+05
5,1,8.9479e+05,8.976e+05
5,2,8.976e+05,9.0041e+05
5,1,9.0041e+05,9.0322e+05
5,5,9.0322e+05,9.0603e+05
5,2,9.0603e+05,9.0884e+05
5,1,9.0884e+05,9.1165e+05
5,2,9.1166e+05,9.1447e+05
5,1,9.1447e+05,9.1728e+05
5,2,9.1728e+05,9.2009e+05
5,1,9.2009e+05,9.229e+05
5,5,9.229e+05,9.2571e+05
5,2,9.2571e+05,9.2852e+05
5,1,9.2852e+05,9.3133e+05
5,2,9.3133e+05,9.3414e+05
5,1,9.3414e+05,9.3695e+05
5,2,9.3695e+05,9.3976e+05
5,1,9.3976e+05,9.4257e+05
5,2,9.4257e+05,9.4538e+05
6,1,9.4658e+05,9.4939e+05
6,2,9.4939e+05,9.522e+05
6,1,9.522e+05,9.5501e+05
6,2,9.5501e+05,9.5782e+05
6,1,9.5782e+05,9.6063e+05
6,2,9.6063e+05,9.6344e+05
6,1,9.6344e+05,9.6625e+05
6,5,9.6625e+05,9.6906e+05
6,2,9.6906e+05,9.7187e+05
6,1,9.7187e+05,9.7468e+05
6,2,9.7468e+05,9.7749e+05
6,1,9.7749e+05,9.803e+05
6,2,9.803e+05,9.8311e+05
6,1,9.8311e+05,9.8592e+05
6,5,9.8592e+05,9.8873e+05
6,2,9.8873e+05,9.9154e+05
6,1,9.9154e+05,9.9435e+05
6,2,9.9435e+05,9.9716e+05
6,1,9.9716e+05,9.9997e+05
6,2,9.9998e+05,1.0028e+06
6,1,1.0028e+06,1.0056e+06
6,2,1.0056e+06,1.0084e+06
7,1,1.0096e+06,1.0124e+06
7,2,1.0124e+06,1.0152e+06
7,1,1.0152e+06,1.018e+06
7,2,1.018e+06,1.0208e+06
7,1,1.0208e+06,1.0237e+06
7,2,1.0237e+06,1.0265e+06
7,1,1.0265e+06,1.0293e+06
7,5,1.0293e+06,1.0321e+06
7,2,1.0321e+06,1.0349e+06
7,1,1.0349e+06,1.0377e+06
7,2,1.0377e+06,1.0405e+06
7,1,1.0405e+06,1.0433e+06
7,2,1.0433e+06,1.0461e+06
7,1,1.0461e+06,1.0489e+06
7,5,1.0489e+06,1.0518e+06
7,2,1.0518e+06,1.0546e+06
7,1,1.0546e+06,1.0574e+06
7,2,1.0574e+06,1.0602e+06
7,1,1.0602e+06,1.063e+06
7,2,1.063e+06,1.0658e+06
7,1,1.0658e+06,1.0686e+06
7,2,1.0686e+06,1.0714e+06
8,1,1.0726e+06,1.0754e+06
8,2,1.0754e+06,1.0782e+06
8,1,1.0782e+06,1.0811e+06
8,2,1.0811e+06,1.0839e+06
8,1,1.0839e+06,1.0867e+06
8,2,1.0867e+06,1.0895e+06
8,1,1.0895e+06,1.0923e+06
8,5,1.0923e+06,1.0951e+06
8,2,1.0951e+06,1.0979e+06
8,1,1.0979e+06,1.1007e+06
8,2,1.1007e+06,1.1035e+06
8,1,1.1035e+06,1.1064e+06
8,2,1.1064e+06,1.1092e+06
8,1,1.1092e+06,1.112e+06
8,5,1.112e+06,1.1148e+06
8,2,1.1148e+06,1.1176e+06
8,1,1.1176e+06,1.1204e+06
8,2,1.1204e+06,1.1232e+06
8,1,1.1232e+06,1.126e+06
8,2,1.126e+06,1.1288e+06
8,1,1.1288e+06,1.1316e+06
8,2,1.1316e+06,1.1345e+06
9,1,1.1357e+06,1.1385e+06
9,2,1.1385e+06,1.1413e+06
9,1,1.1413e+06,1.1441e+06
9,2,1.1441e+06,1.1469e+06
9,1,1.1469e+06,1.1497e+06
9,2,1.1497e+06,1.1525e+06
9,1,1.1525e+06,1.1553e+06
9,5,1.1553e+06,1.1581e+06
9,2,1.1581e+06,1.1609e+06
9,1,1.1609e+06,1.1638e+06
9,2,1.1638e+06,1.1666e+06
9,1,1.1666e+06,1.1694e+06
9,2,1.1694e+06,1.1722e+06
9,1,1.1722e+06,1.175e+06
9,5,1.175e+06,1.1778e+06
9,2,1.1778e+06,1.1806e+06
9,1,1.1806e+06,1.1834e+06
9,2,1.1834e+06,1.1862e+06
9,1,1.1862e+06,1.189e+06
9,2,1.1891e+06,1.1919e+06
9,1,1.1919e+06,1.1947e+06
9,2,1.1947e+06,1.1975e+06
10,1,1.1987e+06,1.2015e+06
10,2,1.2015e+06,1.2043e+06
10,1,1.2043e+06,1.2071e+06
10,2,1.2071e+06,1.2099e+06
10,1,1.2099e+06,1.2127e+06
10,2,1.2127e+06,1.2155e+06
10,1,1.2155e+06,1.2183e+06
10,5,1.2183e+06,1.2212e+06
10,2,1.2212e+06,1.224e+06
10,1,1.224e+06,1.2268e+06
10,2,1.2268e+06,1.2296e+06
10,1,1.2296e+06,1.2324e+06
10,2,1.2324e+06,1.2352e+06
10,1,1.2352e+06,1.238e+06
10,5,1.238e+06,1.2408e+06
10,2,1.2408e+06,1.2436e+06
10,1,1.2436e+06,1.2465e+06
10,2,1.2465e+06,1.2493e+06
10,1,1.2493e+06,1.2521e+06
10,2,1.2521e+06,1.2549e+06
10,1,1.2549e+06,1.2577e+06
10,2,1.2577e+06,1.2605e+06
