1,3,1201,4008
1,4,4009,6816
1,3,6821,9628
1,4,9631,12438
1,3,12443,15250
1,4,15252,18059
1,6,18063,20870
1,3,20873,23680
1,4,23684,26491
1,3,26494,29301
1,4,29304,32111
1,3,32115,34922
1,4,34925,37732
1,6,37736,40543
1,3,40546,43353
1,4,43356,46163
1,3,46167,48974
1,4,48977,51784
1,3,51788,54595
1,4,54598,57405
1,3,57409,60216
1,4,60218,63025
2,3,64226,67036
2,4,67037,69847
2,3,69847,72657
2,4,72657,75467
2,3,75468,78278
2,4,78278,81088
2,6,81089,83899
2,3,83899,86709
2,4,86709,89519
2,3,89520,92330
2,4,92330,95140
2,3,95141,97951
2,4,97951,1.0076e+05
2,6,1.0076e+05,1.0357e+05
2,3,1.0357e+05,1.0638e+05
2,4,1.0638e+05,1.0919e+05
2,3,1.0919e+05,1.12e+05
2,4,1.12e+05,1.1481e+05
2,3,1.1481e+05,1.1762e+05
2,4,1.1762e+05,1.2043e+05
2,3,1.2043e+05,1.2324e+05
2,4,1.2324e+05,1.2605e+05
3,3,1.2725e+05,1.3006e+05
3,4,1.3006e+05,1.3287e+05
3,3,1.3287e+05,1.3568e+05
3,4,1.3568e+05,1.3849e+05
3,3,1.3849e+05,1.413e+05
3,4,1.413e+05,1.4411e+05
3,6,1.4411e+05,1.4692e+05
3,3,1.4692e+05,1.4973e+05
3,4,1.4973e+05,1.5254e+05
3,3,1.5255e+05,1.5536e+05
3,4,1.5536e+05,1.5817e+05
3,3,1.5817e+05,1.6098e+05
3,4,1.6098e+05,1.6379e+05
3,6,1.6379e+05,1.666e+05
3,3,1.666e+05,1.6941e+05
3,4,1.6941e+05,1.7222e+05
3,3,1.7222e+05,1.7503e+05
3,4,1.7503e+05,1.7784e+05
3,3,1.7784e+05,1.8065e+05
3,4,1.8065e+05,1.8346e+05
3,3,1.8346e+05,1.8627e+05
3,4,1.8627e+05,1.8908e+05
4,3,1.9028e+05,1.9309e+05
4,4,1.9309e+05,1.959e+05
4,3,1.959e+05,1.9871e+05
4,4,1.9871e+05,2.0152e+05
4,3,2.0152e+05,2.0433e+05
4,4,2.0433e+05,2.0714e+05
4,6,2.0714e+05,2.0995e+05
4,3,2.0995e+05,2.1276e+05
4,4,2.1276e+05,2.1557e+05
4,3,2.1557e+05,2.1838e+05
4,4,2.1838e+05,2.2119e+05
4,3,2.2119e+05,2.24e+05
4,4,2.24e+05,2.2681e+05
4,6,2.2681e+05,2.2962e+05
4,3,2.2962e+05,2.3243e+05
4,4,2.3243e+05,2.3524e+05
4,3,2.3524e+05,2.3805e+05
4,4,2.3805e+05,2.4086e+05
4,3,2.4086e+05,2.4367e+05
4,4,2.4368e+05,2.4649e+05
4,3,2.4648e+05,2.4929e+05
4,4,2.493e+05,2.5211e+05
5,3,2.533e+05,2.5611e+05
5,4,2.5611e+05,2.5892e+05
5,3,2.5892e+05,2.6173e+05
5,4,2.6173e+05,2.6454e+05
5,3,2.6454e+05,2.6735e+05
5,4,2.6736e+05,2.7017e+05
5,6,2.7017e+05,2.7298e+05
5,3,2.7298e+05,2.7579e+05
5,4,2.7579e+05,2.786e+05
5,3,2.786e+05,2.8141e+05
5,4,2.8141e+05,2.8422e+05
5,3,2.8422e+05,2.8703e+05
5,4,2.8703e+05,2.8984e+05
5,6,2.8984e+05,2.9265e+05
5,3,2.9265e+05,2.9546e+05
5,4,2.9546e+05,2.9827e+05
5,3,2.9827e+05,3.0108e+05
5,4,3.0108e+05,3.0389e+05
5,3,3.0389e+05,3.067e+05
5,4,3.067e+05,3.0951e+05
5,3,3.0951e+05,3.1232e+05
5,4,3.1232e+05,3.1513e+05
6,3,3.1633e+05,3.1914e+05
6,4,3.1914e+05,3.2195e+05
6,3,3.2195e+05,3.2476e+05
6,4,3.2476e+05,3.2757e+05
6,3,3.2757e+05,3.3038e+05
6,4,3.3038e+05,3.3319e+05
6,6,3.3319e+05,3.36e+05
6,3,3.36e+05,3.3881e+05
6,4,3.3881e+05,3.4162e+05
6,3,3.4162e+05,3.4443e+05
6,4,3.4443e+05,3.4724e+05
6,3,3.4724e+05,3.5005e+05
6,4,3.5005e+05,3.5286e+05
6,6,3.5286e+05,3.5567e+05
6,3,3.5567e+05,3.5848e+05
6,4,3.5848e+05,3.6129e+05
6,3,3.6129e+05,3.641e+05
6,4,3.641e+05,3.6691e+05
6,3,3.6691e+05,3.6972e+05
6,4,3.6972e+05,3.7253e+05
6,3,3.7254e+05,3.7535e+05
6,4,3.7535e+05,3.7816e+05
7,3,3.7935e+05,3.8216e+05
7,4,3.8216e+05,3.8497e+05
7,3,3.8497e+05,3.8778e+05
7,4,3.8778e+05,3.9059e+05
7,3,3.9059e+05,3.934e+05
7,4,3.934e+05,3.9621e+05
7,6,3.9621e+05,3.9902e+05
7,3,3.9902e+05,4.0183e+05
7,4,4.0183e+05,4.0464e+05
7,3,4.0464e+05,4.0745e+05
7,4,4.0746e+05,4.1027e+05
7,3,4.1027e+05,4.1308e+05
7,4,4.1308e+05,4.1589e+05
7,6,4.1589e+05,4.187e+05
7,3,4.187e+05,4.2151e+05
7,4,4.2151e+05,4.2432e+05
7,3,4.2432e+05,4.2713e+05
7,4,4.2713e+05,4.2994e+05
7,3,4.2994e+05,4.3275e+05
7,4,4.3275e+05,4.3556e+05
7,3,4.3556e+05,4.3837e+05
7,4,4.3837e+05,4.4118e+05
8,3,4.4238e+05,4.4519e+05
8,4,4.4519e+05,4.48e+05
8,3,4.48e+05,4.5081e+05
8,4,4.5081e+05,4.5362e+05
8,3,4.5362e+05,4.5643e+05
8,4,4.5643e+05,4.5924e+05
8,6,4.5924e+05,4.6205e+05
8,3,4.6205e+05,4.6486e+05
8,4,4.6486e+05,4.6767e+05
8,3,4.6767e+05,4.7048e+05
8,4,4.7048e+05,4.7329e+05
8,3,4.7329e+05,4.761e+05
8,4,4.761e+05,4.7891e+05
8,6,4.7891e+05,4.8172e+05
8,3,4.8172e+05,4.8453e+05
8,4,4.8453e+05,4.8734e+05
8,3,4.8734e+05,4.9015e+05
8,4,4.9015e+05,4.9296e+05
8,3,4.9296e+05,4.9577e+05
8,4,4.9577e+05,4.9858e+05
8,3,4.9859e+05,5.014e+05
8,4,5.014e+05,5.0421e+05
9,3,5.054e+05,5.0821e+05
9,4,5.0821e+05,5.1102e+05
9,3,5.1102e+05,5.1383e+05
9,4,5.1383e+05,5.1664e+05
9,3,5.1664e+05,5.1945e+05
